year,scenario,mpa,min_change,mean_change,median_change,max_change,sd_change,tooltip
2090,ssp126,GPZiii,-63.38,-15.1,-10.17,1.22,19.84,"Year: 2090
Mean change: -15.1%
SD: ±19.8%"
2090,ssp126,KRZ,-31.19,-6.9,-7.17,16.57,14.4,"Year: 2090
Mean change: -6.9%
SD: ±14.4%"
2090,ssp126,SOSS,-32.76,-12.28,-11.62,10.48,13.81,"Year: 2090
Mean change: -12.3%
SD: ±13.8%"
2090,ssp126,SRZ,-53.38,-12.27,-14.55,32.85,23.75,"Year: 2090
Mean change: -12.3%
SD: ±23.8%"
2090,ssp585,GPZi,-23.94,4.05,3.49,30,17.53,"Year: 2090
Mean change: 4%
SD: ±17.5%"
2090,ssp585,GPZii,-26.11,-13.23,-15.02,11.08,10.93,"Year: 2090
Mean change: -13.2%
SD: ±10.9%"
2090,ssp585,GPZiii,-67.27,-13.81,-10.22,16.56,25.47,"Year: 2090
Mean change: -13.8%
SD: ±25.5%"
2090,ssp585,KRZ,-34.59,1.27,1.62,20.59,16.14,"Year: 2090
Mean change: 1.3%
SD: ±16.1%"
2090,ssp585,SOSS,-32.76,2.15,0.3,41.58,23.79,"Year: 2090
Mean change: 2.1%
SD: ±23.8%"
2090,ssp585,SRZ,-26.56,17.07,21.36,48.41,24.63,"Year: 2090
Mean change: 17.1%
SD: ±24.6%"
2091,ssp126,GPZi,-23.19,-3.66,-1.38,10.14,11.28,"Year: 2091
Mean change: -3.7%
SD: ±11.3%"
2091,ssp126,GPZii,-17.81,-3.7,-2.47,14.05,9.76,"Year: 2091
Mean change: -3.7%
SD: ±9.8%"
2091,ssp126,GPZiii,-63.46,-14.57,-11.97,17.88,22.61,"Year: 2091
Mean change: -14.6%
SD: ±22.6%"
2091,ssp126,KRZ,-31.68,-3.74,-2.52,12.12,12.74,"Year: 2091
Mean change: -3.7%
SD: ±12.7%"
2091,ssp126,SOSS,-32.94,-2.27,-7.54,39.17,22.69,"Year: 2091
Mean change: -2.3%
SD: ±22.7%"
2091,ssp126,SRZ,-30.42,-2.03,-2.08,36.93,18.65,"Year: 2091
Mean change: -2%
SD: ±18.6%"
2091,ssp585,GPZi,-24.26,-0.6,1.01,22.89,14.56,"Year: 2091
Mean change: -0.6%
SD: ±14.6%"
2091,ssp585,GPZii,-26.34,-8.98,-12.42,24.12,15.29,"Year: 2091
Mean change: -9%
SD: ±15.3%"
2091,ssp585,GPZiii,-67.25,-8.72,-0.45,21.57,27.59,"Year: 2091
Mean change: -8.7%
SD: ±27.6%"
2091,ssp585,KRZ,-34.35,0.79,2.29,24.37,16.45,"Year: 2091
Mean change: 0.8%
SD: ±16.4%"
2091,ssp585,SOSS,-33.04,-7.65,-4.08,11.18,14.36,"Year: 2091
Mean change: -7.7%
SD: ±14.4%"
2091,ssp585,SRZ,-27.45,10.57,9.54,51.01,26.11,"Year: 2091
Mean change: 10.6%
SD: ±26.1%"
2092,ssp126,GPZi,-23.52,-13.25,-13.65,-1.44,6.33,"Year: 2092
Mean change: -13.2%
SD: ±6.3%"
2092,ssp126,GPZii,-18.44,-1.55,-3.23,15.88,12.25,"Year: 2092
Mean change: -1.6%
SD: ±12.2%"
2092,ssp126,GPZiii,-63.53,-22.02,-23.68,4.83,18.97,"Year: 2092
Mean change: -22%
SD: ±19%"
2092,ssp126,KRZ,-32.27,-9.53,-10.14,4.36,10.09,"Year: 2092
Mean change: -9.5%
SD: ±10.1%"
2092,ssp126,SOSS,-33.61,-6.86,-6.68,28.01,16.61,"Year: 2092
Mean change: -6.9%
SD: ±16.6%"
2092,ssp126,SRZ,-30.82,-10.98,-13.1,24.71,15.56,"Year: 2092
Mean change: -11%
SD: ±15.6%"
2092,ssp585,GPZi,-24.65,1.06,4.2,21.69,14.77,"Year: 2092
Mean change: 1.1%
SD: ±14.8%"
2092,ssp585,GPZii,-27.34,-8.91,-10.41,13.67,12.79,"Year: 2092
Mean change: -8.9%
SD: ±12.8%"
2092,ssp585,GPZiii,-67.27,-14.15,-12,15.28,24.17,"Year: 2092
Mean change: -14.2%
SD: ±24.2%"
2092,ssp585,KRZ,-34.2,-1.52,1.2,20.77,16.25,"Year: 2092
Mean change: -1.5%
SD: ±16.2%"
2092,ssp585,SOSS,-33.38,-0.56,1.99,24.28,18.14,"Year: 2092
Mean change: -0.6%
SD: ±18.1%"
2092,ssp585,SRZ,-28.35,13.24,9.38,61.25,26.32,"Year: 2092
Mean change: 13.2%
SD: ±26.3%"
2093,ssp126,GPZi,-23.77,-8.6,-7.73,9.86,11.19,"Year: 2093
Mean change: -8.6%
SD: ±11.2%"
2093,ssp126,GPZii,-18.45,2.2,-1.3,25.15,13.24,"Year: 2093
Mean change: 2.2%
SD: ±13.2%"
2093,ssp126,GPZiii,-63.59,-13.87,-6.98,6.18,21.68,"Year: 2093
Mean change: -13.9%
SD: ±21.7%"
2093,ssp126,KRZ,-32.82,-6,-4.2,4.83,11.23,"Year: 2093
Mean change: -6%
SD: ±11.2%"
2093,ssp126,SOSS,-33.67,-0.6,-6.5,25.91,20.16,"Year: 2093
Mean change: -0.6%
SD: ±20.2%"
2093,ssp126,SRZ,-31.22,-6.97,-11.74,25.09,17.3,"Year: 2093
Mean change: -7%
SD: ±17.3%"
2093,ssp585,GPZi,-24.87,3.83,1.22,40.49,19.31,"Year: 2093
Mean change: 3.8%
SD: ±19.3%"
2093,ssp585,GPZii,-27.69,-9.62,-9.78,13.69,11.75,"Year: 2093
Mean change: -9.6%
SD: ±11.8%"
2093,ssp585,GPZiii,-67.33,-13.36,-9.41,17.75,25.9,"Year: 2093
Mean change: -13.4%
SD: ±25.9%"
2093,ssp585,KRZ,-33.98,5.19,0.65,50.96,23.26,"Year: 2093
Mean change: 5.2%
SD: ±23.3%"
2093,ssp585,SOSS,-33.76,-8.3,-5.41,21.07,17.93,"Year: 2093
Mean change: -8.3%
SD: ±17.9%"
2093,ssp585,SRZ,-29.11,16.94,21.36,66.1,26.59,"Year: 2093
Mean change: 16.9%
SD: ±26.6%"
2094,ssp126,GPZi,-23.99,-9.87,-9.46,11.65,10.1,"Year: 2094
Mean change: -9.9%
SD: ±10.1%"
2094,ssp126,GPZii,-17.86,-4.42,-3.25,7,7.12,"Year: 2094
Mean change: -4.4%
SD: ±7.1%"
2094,ssp126,GPZiii,-63.67,-15.23,-13.03,21.53,22.77,"Year: 2094
Mean change: -15.2%
SD: ±22.8%"
2094,ssp126,KRZ,-33.18,-6.05,-5.68,16.21,12.78,"Year: 2094
Mean change: -6%
SD: ±12.8%"
2094,ssp126,SOSS,-33.65,-7.9,-9.68,26.81,19.52,"Year: 2094
Mean change: -7.9%
SD: ±19.5%"
2094,ssp126,SRZ,-31.56,-2.8,-1.47,26.63,17.16,"Year: 2094
Mean change: -2.8%
SD: ±17.2%"
2094,ssp585,GPZi,-25,-0.06,-0.58,21.33,14.01,"Year: 2094
Mean change: -0.1%
SD: ±14%"
2094,ssp585,GPZii,-27.4,-12.1,-15.02,12.41,10.97,"Year: 2094
Mean change: -12.1%
SD: ±11%"
2094,ssp585,GPZiii,-67.38,-8.78,-3.96,23,26.75,"Year: 2094
Mean change: -8.8%
SD: ±26.8%"
2094,ssp585,KRZ,-33.81,-5.96,-7.57,15.76,14.49,"Year: 2094
Mean change: -6%
SD: ±14.5%"
2094,ssp585,SOSS,-33.76,0.18,0.57,29.89,21.07,"Year: 2094
Mean change: 0.2%
SD: ±21.1%"
2094,ssp585,SRZ,-29.81,16.47,18.11,61.99,26.02,"Year: 2094
Mean change: 16.5%
SD: ±26%"
2095,ssp126,GPZi,-24.23,-9.84,-11.7,12.76,10.56,"Year: 2095
Mean change: -9.8%
SD: ±10.6%"
2095,ssp126,GPZii,-17.41,-3.44,-3.77,12.38,8.66,"Year: 2095
Mean change: -3.4%
SD: ±8.7%"
2095,ssp126,GPZiii,-63.75,-19.28,-13.25,-2.18,18.22,"Year: 2095
Mean change: -19.3%
SD: ±18.2%"
2095,ssp126,KRZ,-33.32,-4.82,-7.62,22.62,17.38,"Year: 2095
Mean change: -4.8%
SD: ±17.4%"
2095,ssp126,SOSS,-42.85,-13.3,-8.71,17.86,19.7,"Year: 2095
Mean change: -13.3%
SD: ±19.7%"
2095,ssp126,SRZ,-36.13,-12.36,-15.73,14.39,18.93,"Year: 2095
Mean change: -12.4%
SD: ±18.9%"
2095,ssp585,GPZi,-25.15,0.93,2.04,20.65,14.11,"Year: 2095
Mean change: 0.9%
SD: ±14.1%"
2095,ssp585,GPZii,-27.3,-11.18,-14.17,8.21,11,"Year: 2095
Mean change: -11.2%
SD: ±11%"
2095,ssp585,GPZiii,-67.43,-19.33,-13.84,9.38,22.4,"Year: 2095
Mean change: -19.3%
SD: ±22.4%"
2095,ssp585,KRZ,-33.96,-3.46,-3.51,15.41,14.27,"Year: 2095
Mean change: -3.5%
SD: ±14.3%"
2095,ssp585,SOSS,-33.3,-2.73,4.47,12.44,15.78,"Year: 2095
Mean change: -2.7%
SD: ±15.8%"
2095,ssp585,SRZ,-30.48,18.23,24.18,57.47,25.13,"Year: 2095
Mean change: 18.2%
SD: ±25.1%"
2096,ssp126,GPZi,-24.42,-8.35,-7.73,7.36,9.48,"Year: 2096
Mean change: -8.3%
SD: ±9.5%"
2096,ssp126,GPZii,-16.6,-1.82,-4.68,19.13,11.44,"Year: 2096
Mean change: -1.8%
SD: ±11.4%"
2096,ssp126,GPZiii,-63.81,-10.29,-9.96,27.02,26.53,"Year: 2096
Mean change: -10.3%
SD: ±26.5%"
2096,ssp126,KRZ,-33.29,-9.16,-9.89,12.45,11.2,"Year: 2096
Mean change: -9.2%
SD: ±11.2%"
2096,ssp126,SOSS,-34.41,-11.18,-11.06,22.58,17.82,"Year: 2096
Mean change: -11.2%
SD: ±17.8%"
2096,ssp126,SRZ,-31.93,-1.04,-0.75,26.17,17.83,"Year: 2096
Mean change: -1%
SD: ±17.8%"
2096,ssp585,GPZi,-25.19,3.79,3.58,35.55,17.92,"Year: 2096
Mean change: 3.8%
SD: ±17.9%"
2096,ssp585,GPZii,-27.81,-14.39,-17.67,2.88,9.68,"Year: 2096
Mean change: -14.4%
SD: ±9.7%"
2096,ssp585,GPZiii,-67.51,-15.51,-12.5,8.11,22.28,"Year: 2096
Mean change: -15.5%
SD: ±22.3%"
2096,ssp585,KRZ,-34.37,-5.56,-3.78,14.5,13.11,"Year: 2096
Mean change: -5.6%
SD: ±13.1%"
2096,ssp585,SOSS,-33.64,-9.22,-8.93,15.86,18.72,"Year: 2096
Mean change: -9.2%
SD: ±18.7%"
2096,ssp585,SRZ,-30.92,26.22,27.38,79.7,31.13,"Year: 2096
Mean change: 26.2%
SD: ±31.1%"
2097,ssp126,GPZi,-24.51,-12.16,-13.97,9.59,9.55,"Year: 2097
Mean change: -12.2%
SD: ±9.6%"
2097,ssp126,GPZii,-17.98,-5.89,-4.6,9.1,7.44,"Year: 2097
Mean change: -5.9%
SD: ±7.4%"
2097,ssp126,GPZiii,-63.83,-15.01,-8.6,10.85,21.39,"Year: 2097
Mean change: -15%
SD: ±21.4%"
2097,ssp126,KRZ,-33.39,-9.96,-8.1,10.19,11.47,"Year: 2097
Mean change: -10%
SD: ±11.5%"
2097,ssp126,SOSS,-34.45,-3.33,-8.26,39.3,23.71,"Year: 2097
Mean change: -3.3%
SD: ±23.7%"
2097,ssp126,SRZ,-73.32,-17.07,-16.24,31.12,32.36,"Year: 2097
Mean change: -17.1%
SD: ±32.4%"
2097,ssp585,GPZi,-25.19,1.41,0.89,32.68,16.34,"Year: 2097
Mean change: 1.4%
SD: ±16.3%"
2097,ssp585,GPZii,-28.91,-14.73,-16.74,4.87,9.61,"Year: 2097
Mean change: -14.7%
SD: ±9.6%"
2097,ssp585,GPZiii,-67.6,-17.44,-12.46,7.87,21.47,"Year: 2097
Mean change: -17.4%
SD: ±21.5%"
2097,ssp585,KRZ,-34.82,0.92,-1.9,45.6,21.79,"Year: 2097
Mean change: 0.9%
SD: ±21.8%"
2097,ssp585,SOSS,-32.88,1.91,5.93,36.71,21.84,"Year: 2097
Mean change: 1.9%
SD: ±21.8%"
2097,ssp585,SRZ,-31.19,18.54,14.67,68.72,29.56,"Year: 2097
Mean change: 18.5%
SD: ±29.6%"
2098,ssp126,GPZi,-24.26,-0.23,-6.97,50.96,22.22,"Year: 2098
Mean change: -0.2%
SD: ±22.2%"
2098,ssp126,GPZii,-20.9,-9.24,-8.28,0.05,7.29,"Year: 2098
Mean change: -9.2%
SD: ±7.3%"
2098,ssp126,GPZiii,-63.74,-8.36,-7.16,36.44,28.52,"Year: 2098
Mean change: -8.4%
SD: ±28.5%"
2098,ssp126,KRZ,-33.46,-6.65,-6.09,16.74,13.76,"Year: 2098
Mean change: -6.7%
SD: ±13.8%"
2098,ssp126,SOSS,-41.95,-18.19,-16.37,13.42,18.33,"Year: 2098
Mean change: -18.2%
SD: ±18.3%"
2098,ssp126,SRZ,-31.55,13.25,13.58,95.63,36.44,"Year: 2098
Mean change: 13.2%
SD: ±36.4%"
2098,ssp585,GPZi,-25.41,-0.24,-0.65,27.31,16.99,"Year: 2098
Mean change: -0.2%
SD: ±17%"
2098,ssp585,GPZii,-30.22,-12.29,-15.57,19.37,14.13,"Year: 2098
Mean change: -12.3%
SD: ±14.1%"
2098,ssp585,GPZiii,-67.7,-12.26,-7.67,14.07,25.24,"Year: 2098
Mean change: -12.3%
SD: ±25.2%"
2098,ssp585,KRZ,-35.21,-3.83,-6.25,24.6,15.89,"Year: 2098
Mean change: -3.8%
SD: ±15.9%"
2098,ssp585,SOSS,-32.71,-5.59,-0.83,19.86,18.17,"Year: 2098
Mean change: -5.6%
SD: ±18.2%"
2098,ssp585,SRZ,-31.59,16.54,13.47,74.9,32.26,"Year: 2098
Mean change: 16.5%
SD: ±32.3%"
2099,ssp126,GPZi,-23.87,-5.87,-3.41,8.28,10.65,"Year: 2099
Mean change: -5.9%
SD: ±10.7%"
2099,ssp126,GPZii,-20.04,-9.49,-7.73,0.61,6.75,"Year: 2099
Mean change: -9.5%
SD: ±6.8%"
2099,ssp126,GPZiii,-63.59,-18.38,-11.32,0.98,18.79,"Year: 2099
Mean change: -18.4%
SD: ±18.8%"
2099,ssp126,KRZ,-33.52,-11.15,-10.43,16.11,12.98,"Year: 2099
Mean change: -11.2%
SD: ±13%"
2099,ssp126,SOSS,-34.78,-4.81,-6.15,38.28,21.81,"Year: 2099
Mean change: -4.8%
SD: ±21.8%"
2099,ssp126,SRZ,-32.5,1.41,-2.09,36.28,25.15,"Year: 2099
Mean change: 1.4%
SD: ±25.1%"
2099,ssp585,GPZi,-25.78,3.45,3.32,33.93,18.49,"Year: 2099
Mean change: 3.5%
SD: ±18.5%"
2099,ssp585,GPZii,-31.64,-13.77,-15.94,3.39,12.49,"Year: 2099
Mean change: -13.8%
SD: ±12.5%"
2099,ssp585,GPZiii,-67.8,-14.64,-8.82,12.58,23.25,"Year: 2099
Mean change: -14.6%
SD: ±23.2%"
2099,ssp585,KRZ,-35.38,1.16,-0.61,30.54,18.44,"Year: 2099
Mean change: 1.2%
SD: ±18.4%"
2099,ssp585,SOSS,-32.54,-3.31,-2.08,22.39,19.39,"Year: 2099
Mean change: -3.3%
SD: ±19.4%"
2099,ssp585,SRZ,-32.03,17.28,10.45,73.55,32.85,"Year: 2099
Mean change: 17.3%
SD: ±32.9%"
2100,ssp126,GPZi,-23.61,-8.81,-9.98,14.47,11.57,"Year: 2100
Mean change: -8.8%
SD: ±11.6%"
2100,ssp126,GPZii,-16.29,-6.56,-8.33,14.36,9.01,"Year: 2100
Mean change: -6.6%
SD: ±9%"
2100,ssp126,GPZiii,-63.45,-13.09,-5.26,4.55,21.07,"Year: 2100
Mean change: -13.1%
SD: ±21.1%"
2100,ssp126,KRZ,-33.75,-3.88,-5.18,17.43,14.07,"Year: 2100
Mean change: -3.9%
SD: ±14.1%"
2100,ssp126,SOSS,-39.21,-13.04,-10.37,26.51,18.72,"Year: 2100
Mean change: -13%
SD: ±18.7%"
2100,ssp126,SRZ,-43.5,-7.33,-14.35,60.77,34.84,"Year: 2100
Mean change: -7.3%
SD: ±34.8%"
2100,ssp585,GPZi,-26.24,2.36,1.29,32.51,17.79,"Year: 2100
Mean change: 2.4%
SD: ±17.8%"
2100,ssp585,GPZii,-32.71,-12.78,-18.07,20.99,16.44,"Year: 2100
Mean change: -12.8%
SD: ±16.4%"
2100,ssp585,GPZiii,-67.94,-14.99,-11.51,21.65,25.63,"Year: 2100
Mean change: -15%
SD: ±25.6%"
2100,ssp585,KRZ,-35.4,0.32,1.4,20.72,16.68,"Year: 2100
Mean change: 0.3%
SD: ±16.7%"
2100,ssp585,SOSS,-32.43,-0.96,1.93,23.37,20.54,"Year: 2100
Mean change: -1%
SD: ±20.5%"
2100,ssp585,SRZ,-32.51,22.79,16.67,89.99,37.12,"Year: 2100
Mean change: 22.8%
SD: ±37.1%"
