year,scenario,min_change,mean_change,median_change,max_change,sd_change,region_name,tooltip
2020,ssp126,-4.27,0.01,0.14,4.97,2.67,Pacific,"Year: 2020
Mean change: 0%
SD: ±2.7%"
2020,ssp585,-2.87,1.99,-0.26,16.32,6.17,Pacific,"Year: 2020
Mean change: 2%
SD: ±6.2%"
2021,ssp126,-2.78,0.4,0.25,5.23,2.45,Pacific,"Year: 2021
Mean change: 0.4%
SD: ±2.5%"
2021,ssp585,-6.69,1.36,-1.42,16.06,7.09,Pacific,"Year: 2021
Mean change: 1.4%
SD: ±7.1%"
2022,ssp126,-4.81,0.1,0.71,5.58,3.3,Pacific,"Year: 2022
Mean change: 0.1%
SD: ±3.3%"
2022,ssp585,-11,0.31,-1.44,11.07,6.61,Pacific,"Year: 2022
Mean change: 0.3%
SD: ±6.6%"
2023,ssp126,-7.27,-2.73,-3.94,5.84,4.35,Pacific,"Year: 2023
Mean change: -2.7%
SD: ±4.3%"
2023,ssp585,-6.77,1.39,0.68,11.17,5.12,Pacific,"Year: 2023
Mean change: 1.4%
SD: ±5.1%"
2024,ssp126,-7.41,-2.61,-3.8,5.67,4.11,Pacific,"Year: 2024
Mean change: -2.6%
SD: ±4.1%"
2024,ssp585,-11.69,-0.11,-0.79,11.57,6.32,Pacific,"Year: 2024
Mean change: -0.1%
SD: ±6.3%"
2025,ssp126,-12.18,-4.48,-4.8,5.08,4.63,Pacific,"Year: 2025
Mean change: -4.5%
SD: ±4.6%"
2025,ssp585,-3.68,1.05,0.49,11.92,4.85,Pacific,"Year: 2025
Mean change: 1%
SD: ±4.8%"
2026,ssp126,-11.79,-3.91,-3.09,3.87,4.64,Pacific,"Year: 2026
Mean change: -3.9%
SD: ±4.6%"
2026,ssp585,-3.88,0.89,-0.96,12.06,4.65,Pacific,"Year: 2026
Mean change: 0.9%
SD: ±4.7%"
2027,ssp126,-8.16,-3.71,-4.33,2.71,3.16,Pacific,"Year: 2027
Mean change: -3.7%
SD: ±3.2%"
2027,ssp585,-4.26,0.56,-0.67,11.8,4.68,Pacific,"Year: 2027
Mean change: 0.6%
SD: ±4.7%"
2028,ssp126,-4.74,-1.72,-2.34,2.07,2.26,Pacific,"Year: 2028
Mean change: -1.7%
SD: ±2.3%"
2028,ssp585,-3.85,1.19,0.26,11,4.3,Pacific,"Year: 2028
Mean change: 1.2%
SD: ±4.3%"
2029,ssp126,-4.75,-0.25,-0.01,4.4,2.7,Pacific,"Year: 2029
Mean change: -0.2%
SD: ±2.7%"
2029,ssp585,-6.54,0.22,-1.2,9.9,5.24,Pacific,"Year: 2029
Mean change: 0.2%
SD: ±5.2%"
2030,ssp126,-4.72,-0.51,-0.55,5.15,2.95,Pacific,"Year: 2030
Mean change: -0.5%
SD: ±3%"
2030,ssp585,-4.2,0.01,-1.38,8.53,4.18,Pacific,"Year: 2030
Mean change: 0%
SD: ±4.2%"
2031,ssp126,-7.04,-2.21,-2.89,6.28,3.94,Pacific,"Year: 2031
Mean change: -2.2%
SD: ±3.9%"
2031,ssp585,-9.16,-2.78,-2.52,7.01,4.97,Pacific,"Year: 2031
Mean change: -2.8%
SD: ±5%"
2032,ssp126,-4.84,-1.35,-2.08,3.38,3.02,Pacific,"Year: 2032
Mean change: -1.4%
SD: ±3%"
2032,ssp585,-4.38,-0.47,-2.41,8.98,4.4,Pacific,"Year: 2032
Mean change: -0.5%
SD: ±4.4%"
2033,ssp126,-4.81,-1.5,-0.88,1.56,2.1,Pacific,"Year: 2033
Mean change: -1.5%
SD: ±2.1%"
2033,ssp585,-4.67,-1.05,-1.79,4.77,2.87,Pacific,"Year: 2033
Mean change: -1%
SD: ±2.9%"
2034,ssp126,-4.91,-1.45,-1.59,1.32,2.06,Pacific,"Year: 2034
Mean change: -1.4%
SD: ±2.1%"
2034,ssp585,-8.35,-3,-3.53,3.94,4.14,Pacific,"Year: 2034
Mean change: -3%
SD: ±4.1%"
2035,ssp126,-10.28,-3.11,-2.97,4.16,4.33,Pacific,"Year: 2035
Mean change: -3.1%
SD: ±4.3%"
2035,ssp585,-5.32,-1.94,-2.14,2.87,2.85,Pacific,"Year: 2035
Mean change: -1.9%
SD: ±2.9%"
2036,ssp126,-5.4,-2.4,-2.45,2.4,2.48,Pacific,"Year: 2036
Mean change: -2.4%
SD: ±2.5%"
2036,ssp585,-7.48,-2.91,-2.93,1.68,2.84,Pacific,"Year: 2036
Mean change: -2.9%
SD: ±2.8%"
2037,ssp126,-5.24,-2.39,-2.6,2.26,2.44,Pacific,"Year: 2037
Mean change: -2.4%
SD: ±2.4%"
2037,ssp585,-5.27,-1.26,-1.72,2.26,2.53,Pacific,"Year: 2037
Mean change: -1.3%
SD: ±2.5%"
2038,ssp126,-5.63,-3.01,-4.58,2.28,3.13,Pacific,"Year: 2038
Mean change: -3%
SD: ±3.1%"
2038,ssp585,-5.45,-2.57,-3.1,1.21,2.11,Pacific,"Year: 2038
Mean change: -2.6%
SD: ±2.1%"
2039,ssp126,-11.47,-4.08,-4.38,2.59,4.63,Pacific,"Year: 2039
Mean change: -4.1%
SD: ±4.6%"
2039,ssp585,-6.14,-3.74,-4.21,0.13,2.13,Pacific,"Year: 2039
Mean change: -3.7%
SD: ±2.1%"
2040,ssp126,-8,-3.33,-3.62,0.94,3.12,Pacific,"Year: 2040
Mean change: -3.3%
SD: ±3.1%"
2040,ssp585,-9.68,-3.11,-3.97,10.01,5.39,Pacific,"Year: 2040
Mean change: -3.1%
SD: ±5.4%"
2041,ssp126,-9.22,-2.46,-1.89,2.48,4.51,Pacific,"Year: 2041
Mean change: -2.5%
SD: ±4.5%"
2041,ssp585,-11.65,-1.33,-2.28,12.14,6.84,Pacific,"Year: 2041
Mean change: -1.3%
SD: ±6.8%"
2042,ssp126,-10.22,-3.87,-4.55,5.95,4.61,Pacific,"Year: 2042
Mean change: -3.9%
SD: ±4.6%"
2042,ssp585,-8.03,-3.66,-3.34,1.64,2.83,Pacific,"Year: 2042
Mean change: -3.7%
SD: ±2.8%"
2043,ssp126,-11.24,-5.75,-5.42,-1.53,2.68,Pacific,"Year: 2043
Mean change: -5.8%
SD: ±2.7%"
2043,ssp585,-7.22,-2.98,-3.25,1.92,2.7,Pacific,"Year: 2043
Mean change: -3%
SD: ±2.7%"
2044,ssp126,-12.06,-2.94,-3.19,3.3,4.5,Pacific,"Year: 2044
Mean change: -2.9%
SD: ±4.5%"
2044,ssp585,-7.77,-2.63,-2.87,3.89,3.44,Pacific,"Year: 2044
Mean change: -2.6%
SD: ±3.4%"
2045,ssp126,-12.74,-5.56,-4.57,-1.08,4.29,Pacific,"Year: 2045
Mean change: -5.6%
SD: ±4.3%"
2045,ssp585,-8.48,-3.07,-3.89,2.57,3.52,Pacific,"Year: 2045
Mean change: -3.1%
SD: ±3.5%"
2046,ssp126,-13.64,-5.54,-5.66,6.42,6.14,Pacific,"Year: 2046
Mean change: -5.5%
SD: ±6.1%"
2046,ssp585,-9.41,-4.49,-4.21,-0.11,2.55,Pacific,"Year: 2046
Mean change: -4.5%
SD: ±2.5%"
2047,ssp126,-14.48,-4.44,-4.34,5.76,5.67,Pacific,"Year: 2047
Mean change: -4.4%
SD: ±5.7%"
2047,ssp585,-10.29,-3.28,-4.27,5.17,4.67,Pacific,"Year: 2047
Mean change: -3.3%
SD: ±4.7%"
2048,ssp126,-15.05,-2.61,-1.85,4.58,6.01,Pacific,"Year: 2048
Mean change: -2.6%
SD: ±6%"
2048,ssp585,-11.02,-2.95,-3.31,5.06,5.27,Pacific,"Year: 2048
Mean change: -3%
SD: ±5.3%"
2049,ssp126,-15.38,-3.98,-2.95,3.67,4.76,Pacific,"Year: 2049
Mean change: -4%
SD: ±4.8%"
2049,ssp585,-11.52,-2.82,-3.64,4.15,5.75,Pacific,"Year: 2049
Mean change: -2.8%
SD: ±5.8%"
2050,ssp126,-15.77,-4.91,-4.29,2.95,5.76,Pacific,"Year: 2050
Mean change: -4.9%
SD: ±5.8%"
2050,ssp585,-11.8,-4.17,-4,1.33,4.16,Pacific,"Year: 2050
Mean change: -4.2%
SD: ±4.2%"
2051,ssp126,-16.2,-5.61,-3.56,-1.89,4.38,Pacific,"Year: 2051
Mean change: -5.6%
SD: ±4.4%"
2051,ssp585,-12.11,-4.45,-4.66,2.05,4.21,Pacific,"Year: 2051
Mean change: -4.4%
SD: ±4.2%"
2052,ssp126,-16.66,-3.39,-2.3,6.36,6.63,Pacific,"Year: 2052
Mean change: -3.4%
SD: ±6.6%"
2052,ssp585,-12.55,-3.01,-4,5.15,5.31,Pacific,"Year: 2052
Mean change: -3%
SD: ±5.3%"
2053,ssp126,-17.08,-3.45,-1.47,7.44,7.18,Pacific,"Year: 2053
Mean change: -3.5%
SD: ±7.2%"
2053,ssp585,-12.84,-3.03,-3.02,3.62,5.42,Pacific,"Year: 2053
Mean change: -3%
SD: ±5.4%"
2054,ssp126,-17.28,-4.19,-2.73,2.55,5.79,Pacific,"Year: 2054
Mean change: -4.2%
SD: ±5.8%"
2054,ssp585,-12.99,-4.83,-4.4,0.52,3.7,Pacific,"Year: 2054
Mean change: -4.8%
SD: ±3.7%"
2055,ssp126,-17.19,-4.19,-3.11,4.54,5.68,Pacific,"Year: 2055
Mean change: -4.2%
SD: ±5.7%"
2055,ssp585,-13.16,-2.86,-3.3,7.88,5.81,Pacific,"Year: 2055
Mean change: -2.9%
SD: ±5.8%"
2056,ssp126,-16.99,-3.91,-3.47,2.86,5.46,Pacific,"Year: 2056
Mean change: -3.9%
SD: ±5.5%"
2056,ssp585,-13.28,-4.75,-4.57,3.53,4.39,Pacific,"Year: 2056
Mean change: -4.8%
SD: ±4.4%"
2057,ssp126,-17.11,-5.35,-4.65,0.75,4.84,Pacific,"Year: 2057
Mean change: -5.3%
SD: ±4.8%"
2057,ssp585,-13.59,-5.11,-7.6,7.44,6.1,Pacific,"Year: 2057
Mean change: -5.1%
SD: ±6.1%"
2058,ssp126,-17.59,-5.73,-4.88,2.55,5.31,Pacific,"Year: 2058
Mean change: -5.7%
SD: ±5.3%"
2058,ssp585,-14.14,-4.35,-4.07,4.1,5.08,Pacific,"Year: 2058
Mean change: -4.3%
SD: ±5.1%"
2059,ssp126,-18.13,-5.6,-4.17,0.89,5.55,Pacific,"Year: 2059
Mean change: -5.6%
SD: ±5.6%"
2059,ssp585,-14.93,-5.55,-5.75,1.97,4.64,Pacific,"Year: 2059
Mean change: -5.6%
SD: ±4.6%"
2060,ssp126,-18.46,-4.97,-3.77,1.14,6.32,Pacific,"Year: 2060
Mean change: -5%
SD: ±6.3%"
2060,ssp585,-15.73,-4.81,-4.48,4.26,5.66,Pacific,"Year: 2060
Mean change: -4.8%
SD: ±5.7%"
2061,ssp126,-18.49,-3.78,-2.79,6.71,7.12,Pacific,"Year: 2061
Mean change: -3.8%
SD: ±7.1%"
2061,ssp585,-16.37,-5.39,-4.29,1.06,4.87,Pacific,"Year: 2061
Mean change: -5.4%
SD: ±4.9%"
2062,ssp126,-18.4,-4.07,-3.79,6.33,6.24,Pacific,"Year: 2062
Mean change: -4.1%
SD: ±6.2%"
2062,ssp585,-16.86,-3.19,-2.49,7.7,6.86,Pacific,"Year: 2062
Mean change: -3.2%
SD: ±6.9%"
2063,ssp126,-18.66,-4.88,-4.64,3.8,6.23,Pacific,"Year: 2063
Mean change: -4.9%
SD: ±6.2%"
2063,ssp585,-17.16,-4.26,-4.42,7.42,6.41,Pacific,"Year: 2063
Mean change: -4.3%
SD: ±6.4%"
2064,ssp126,-19.23,-7.57,-6.78,2.08,5.54,Pacific,"Year: 2064
Mean change: -7.6%
SD: ±5.5%"
2064,ssp585,-17.51,-5.27,-4.06,2.78,5.84,Pacific,"Year: 2064
Mean change: -5.3%
SD: ±5.8%"
2065,ssp126,-20.03,-6.44,-4.58,3.41,6.39,Pacific,"Year: 2065
Mean change: -6.4%
SD: ±6.4%"
2065,ssp585,-18.07,-4.92,-5.73,7.7,7.42,Pacific,"Year: 2065
Mean change: -4.9%
SD: ±7.4%"
2066,ssp126,-20.86,-6.01,-5.12,6.16,7.13,Pacific,"Year: 2066
Mean change: -6%
SD: ±7.1%"
2066,ssp585,-18.71,-4.25,-3.08,6.21,7.32,Pacific,"Year: 2066
Mean change: -4.2%
SD: ±7.3%"
2067,ssp126,-21.57,-6.57,-7.59,7.08,8.4,Pacific,"Year: 2067
Mean change: -6.6%
SD: ±8.4%"
2067,ssp585,-19.44,-6.13,-6.05,7.4,7.16,Pacific,"Year: 2067
Mean change: -6.1%
SD: ±7.2%"
2068,ssp126,-22.03,-5.37,-3.11,1.89,7.44,Pacific,"Year: 2068
Mean change: -5.4%
SD: ±7.4%"
2068,ssp585,-20.29,-7.13,-7.04,3.64,6.73,Pacific,"Year: 2068
Mean change: -7.1%
SD: ±6.7%"
2069,ssp126,-22.26,-6.13,-4.31,4.26,6.89,Pacific,"Year: 2069
Mean change: -6.1%
SD: ±6.9%"
2069,ssp585,-21.14,-7.01,-6.03,3.29,6.52,Pacific,"Year: 2069
Mean change: -7%
SD: ±6.5%"
2070,ssp126,-22.29,-3.94,-4.72,6.07,7.93,Pacific,"Year: 2070
Mean change: -3.9%
SD: ±7.9%"
2070,ssp585,-21.83,-7.05,-6.94,2.14,6.66,Pacific,"Year: 2070
Mean change: -7%
SD: ±6.7%"
2071,ssp126,-22.28,-5.99,-4.04,2.34,6.55,Pacific,"Year: 2071
Mean change: -6%
SD: ±6.6%"
2071,ssp585,-22.46,-5.66,-5.33,3.93,7.71,Pacific,"Year: 2071
Mean change: -5.7%
SD: ±7.7%"
2072,ssp126,-22.39,-7,-6.57,0.44,6.68,Pacific,"Year: 2072
Mean change: -7%
SD: ±6.7%"
2072,ssp585,-22.98,-5.8,-6.51,4.08,7.86,Pacific,"Year: 2072
Mean change: -5.8%
SD: ±7.9%"
2073,ssp126,-22.58,-6.19,-6.57,2.34,6.97,Pacific,"Year: 2073
Mean change: -6.2%
SD: ±7%"
2073,ssp585,-23.48,-5.81,-5.97,6.94,8.48,Pacific,"Year: 2073
Mean change: -5.8%
SD: ±8.5%"
2074,ssp126,-22.86,-6.98,-6.18,2,6.47,Pacific,"Year: 2074
Mean change: -7%
SD: ±6.5%"
2074,ssp585,-23.94,-2.87,-2.48,14.12,10.28,Pacific,"Year: 2074
Mean change: -2.9%
SD: ±10.3%"
2075,ssp126,-23.14,-5.85,-5.46,1.95,7.34,Pacific,"Year: 2075
Mean change: -5.8%
SD: ±7.3%"
2075,ssp585,-24.28,-4.34,-4.24,5.37,8.82,Pacific,"Year: 2075
Mean change: -4.3%
SD: ±8.8%"
2076,ssp126,-23.19,-6.48,-5.58,1.36,6.72,Pacific,"Year: 2076
Mean change: -6.5%
SD: ±6.7%"
2076,ssp585,-24.39,-6.3,-7.51,7.04,8.31,Pacific,"Year: 2076
Mean change: -6.3%
SD: ±8.3%"
2077,ssp126,-23.1,-4.45,-4.17,5.27,7.85,Pacific,"Year: 2077
Mean change: -4.4%
SD: ±7.8%"
2077,ssp585,-24.56,-6.37,-5.1,2.13,7.77,Pacific,"Year: 2077
Mean change: -6.4%
SD: ±7.8%"
2078,ssp126,-22.86,-6.63,-6.39,3.31,6.65,Pacific,"Year: 2078
Mean change: -6.6%
SD: ±6.7%"
2078,ssp585,-24.83,-5.75,-5.85,6.81,8.51,Pacific,"Year: 2078
Mean change: -5.8%
SD: ±8.5%"
2079,ssp126,-22.35,-5.25,-4.34,2.39,7.09,Pacific,"Year: 2079
Mean change: -5.2%
SD: ±7.1%"
2079,ssp585,-24.96,-5.88,-5.83,5.7,8.69,Pacific,"Year: 2079
Mean change: -5.9%
SD: ±8.7%"
2080,ssp126,-21.85,-6.16,-4.5,-1.05,5.98,Pacific,"Year: 2080
Mean change: -6.2%
SD: ±6%"
2080,ssp585,-24.91,-6.05,-5.22,1.88,8.5,Pacific,"Year: 2080
Mean change: -6%
SD: ±8.5%"
2081,ssp126,-21.61,-6.54,-6.07,3.29,6.82,Pacific,"Year: 2081
Mean change: -6.5%
SD: ±6.8%"
2081,ssp585,-24.99,-6.04,-6.28,9.43,9.27,Pacific,"Year: 2081
Mean change: -6%
SD: ±9.3%"
2082,ssp126,-21.55,-7.08,-7.53,2.98,6.39,Pacific,"Year: 2082
Mean change: -7.1%
SD: ±6.4%"
2082,ssp585,-25.21,-6.44,-6.41,9.52,9.09,Pacific,"Year: 2082
Mean change: -6.4%
SD: ±9.1%"
2083,ssp126,-21.81,-8.4,-7.85,0.81,6.26,Pacific,"Year: 2083
Mean change: -8.4%
SD: ±6.3%"
2083,ssp585,-25.48,-6.18,-6.99,5.45,8.52,Pacific,"Year: 2083
Mean change: -6.2%
SD: ±8.5%"
2084,ssp126,-22.4,-8.28,-6.84,-1.32,6.05,Pacific,"Year: 2084
Mean change: -8.3%
SD: ±6%"
2084,ssp585,-25.87,-6.91,-6.79,8.04,8.94,Pacific,"Year: 2084
Mean change: -6.9%
SD: ±8.9%"
2085,ssp126,-23.09,-9.08,-7.4,-3.06,6.32,Pacific,"Year: 2085
Mean change: -9.1%
SD: ±6.3%"
2085,ssp585,-26.36,-7,-5.53,4.86,8.69,Pacific,"Year: 2085
Mean change: -7%
SD: ±8.7%"
2086,ssp126,-23.5,-6,-5.45,5.03,8.98,Pacific,"Year: 2086
Mean change: -6%
SD: ±9%"
2086,ssp585,-26.79,-5.66,-5.06,8.37,9.94,Pacific,"Year: 2086
Mean change: -5.7%
SD: ±9.9%"
2087,ssp126,-23.66,-7.25,-5.2,0.38,7.07,Pacific,"Year: 2087
Mean change: -7.2%
SD: ±7.1%"
2087,ssp585,-27.12,-6.23,-7.3,11.69,10.27,Pacific,"Year: 2087
Mean change: -6.2%
SD: ±10.3%"
2088,ssp126,-23.96,-7.43,-7.07,1.33,6.97,Pacific,"Year: 2088
Mean change: -7.4%
SD: ±7%"
2088,ssp585,-27.37,-5.42,-3.71,9.43,10.64,Pacific,"Year: 2088
Mean change: -5.4%
SD: ±10.6%"
2089,ssp126,-24.53,-9.08,-8.89,0.01,7.1,Pacific,"Year: 2089
Mean change: -9.1%
SD: ±7.1%"
2089,ssp585,-27.53,-6.16,-6.51,7.98,10.7,Pacific,"Year: 2089
Mean change: -6.2%
SD: ±10.7%"
2090,ssp126,-25.37,-8.67,-9.36,0.96,7.2,Pacific,"Year: 2090
Mean change: -8.7%
SD: ±7.2%"
2090,ssp585,-27.65,-6.79,-5.43,9.3,10.38,Pacific,"Year: 2090
Mean change: -6.8%
SD: ±10.4%"
2091,ssp126,-26.23,-8.16,-6.41,1.46,7.92,Pacific,"Year: 2091
Mean change: -8.2%
SD: ±7.9%"
2091,ssp585,-27.73,-5.02,-2.01,11.53,11.06,Pacific,"Year: 2091
Mean change: -5%
SD: ±11.1%"
2092,ssp126,-26.97,-9.19,-5.73,-1.2,8.01,Pacific,"Year: 2092
Mean change: -9.2%
SD: ±8%"
2092,ssp585,-27.9,-6.21,-7.53,13.93,11.53,Pacific,"Year: 2092
Mean change: -6.2%
SD: ±11.5%"
2093,ssp126,-27.6,-7.91,-5.21,2.36,9.06,Pacific,"Year: 2093
Mean change: -7.9%
SD: ±9.1%"
2093,ssp585,-28.07,-5.23,-2.96,12.23,11.25,Pacific,"Year: 2093
Mean change: -5.2%
SD: ±11.2%"
2094,ssp126,-28.09,-8.11,-5.73,2.75,8.62,Pacific,"Year: 2094
Mean change: -8.1%
SD: ±8.6%"
2094,ssp585,-28.08,-6.1,-3.85,8.14,10.59,Pacific,"Year: 2094
Mean change: -6.1%
SD: ±10.6%"
2095,ssp126,-28.49,-9.93,-8.84,-0.62,7.42,Pacific,"Year: 2095
Mean change: -9.9%
SD: ±7.4%"
2095,ssp585,-28.1,-6.86,-5.7,6.39,9.87,Pacific,"Year: 2095
Mean change: -6.9%
SD: ±9.9%"
2096,ssp126,-28.67,-6.52,-4.93,5.49,10.05,Pacific,"Year: 2096
Mean change: -6.5%
SD: ±10.1%"
2096,ssp585,-28.3,-7.27,-6.26,3.94,9.6,Pacific,"Year: 2096
Mean change: -7.3%
SD: ±9.6%"
2097,ssp126,-28.7,-10.51,-10.45,2.53,8.24,Pacific,"Year: 2097
Mean change: -10.5%
SD: ±8.2%"
2097,ssp585,-28.68,-9.17,-7.29,0.56,8.81,Pacific,"Year: 2097
Mean change: -9.2%
SD: ±8.8%"
2098,ssp126,-28.56,-8.33,-8.24,1.69,8.88,Pacific,"Year: 2098
Mean change: -8.3%
SD: ±8.9%"
2098,ssp585,-29.18,-7.84,-6.34,9.85,10.64,Pacific,"Year: 2098
Mean change: -7.8%
SD: ±10.6%"
2099,ssp126,-28.3,-7.8,-5.3,1.66,8.42,Pacific,"Year: 2099
Mean change: -7.8%
SD: ±8.4%"
2099,ssp585,-29.7,-8.12,-7.22,8.48,10.81,Pacific,"Year: 2099
Mean change: -8.1%
SD: ±10.8%"
2100,ssp126,-27.98,-7.18,-6.26,4.42,8.72,Pacific,"Year: 2100
Mean change: -7.2%
SD: ±8.7%"
2100,ssp585,-30.27,-7.67,-5.75,14.34,11.7,Pacific,"Year: 2100
Mean change: -7.7%
SD: ±11.7%"
1950,historical,-11.3,-0.99,0.28,7.67,5.69,Prince Edward Island,"Year: 1950
Mean change: -1%
SD: ±5.7%"
1951,historical,-13.68,-0.67,-0.88,9.97,6.65,Prince Edward Island,"Year: 1951
Mean change: -0.7%
SD: ±6.7%"
1952,historical,-5.71,1.89,0.54,20.71,8.58,Prince Edward Island,"Year: 1952
Mean change: 1.9%
SD: ±8.6%"
1953,historical,-7.08,0.5,-0.81,16.57,7.11,Prince Edward Island,"Year: 1953
Mean change: 0.5%
SD: ±7.1%"
1954,historical,-9.46,0.09,1.18,6.05,4.44,Prince Edward Island,"Year: 1954
Mean change: 0.1%
SD: ±4.4%"
1955,historical,-10.91,-1.92,-1.62,6.06,4.78,Prince Edward Island,"Year: 1955
Mean change: -1.9%
SD: ±4.8%"
1956,historical,-12.12,0.1,1.34,8.69,5.71,Prince Edward Island,"Year: 1956
Mean change: 0.1%
SD: ±5.7%"
1957,historical,-13.3,1.33,2.1,11.32,7,Prince Edward Island,"Year: 1957
Mean change: 1.3%
SD: ±7%"
1958,historical,-14.03,0.65,0.96,13.94,7.5,Prince Edward Island,"Year: 1958
Mean change: 0.7%
SD: ±7.5%"
1959,historical,-14.5,-0.63,0.67,11.55,6.86,Prince Edward Island,"Year: 1959
Mean change: -0.6%
SD: ±6.9%"
1960,historical,-13.91,2.98,1.8,14.53,8.19,Prince Edward Island,"Year: 1960
Mean change: 3%
SD: ±8.2%"
1961,historical,-12.45,0.14,0.51,9.73,5.82,Prince Edward Island,"Year: 1961
Mean change: 0.1%
SD: ±5.8%"
1962,historical,-11.52,-0.59,-1.06,12.38,6.38,Prince Edward Island,"Year: 1962
Mean change: -0.6%
SD: ±6.4%"
1963,historical,-11.42,-0.4,-1.6,17.19,7.7,Prince Edward Island,"Year: 1963
Mean change: -0.4%
SD: ±7.7%"
1964,historical,-11.75,-1.4,-0.22,12.61,8.11,Prince Edward Island,"Year: 1964
Mean change: -1.4%
SD: ±8.1%"
1965,historical,-11.62,0.99,0.76,13.97,7.64,Prince Edward Island,"Year: 1965
Mean change: 1%
SD: ±7.6%"
1966,historical,-11.45,-0.49,0.11,12.38,7.2,Prince Edward Island,"Year: 1966
Mean change: -0.5%
SD: ±7.2%"
1967,historical,-11.62,2.07,0.66,20.67,8.76,Prince Edward Island,"Year: 1967
Mean change: 2.1%
SD: ±8.8%"
1968,historical,-11.22,1.17,2.15,15.26,7.44,Prince Edward Island,"Year: 1968
Mean change: 1.2%
SD: ±7.4%"
1969,historical,-11,-1.11,-2.8,11.19,6.7,Prince Edward Island,"Year: 1969
Mean change: -1.1%
SD: ±6.7%"
1970,historical,-11.27,-2.21,-1.56,6.38,5.33,Prince Edward Island,"Year: 1970
Mean change: -2.2%
SD: ±5.3%"
1971,historical,-10.91,1.95,3.27,9.78,6.3,Prince Edward Island,"Year: 1971
Mean change: 2%
SD: ±6.3%"
1972,historical,-10.27,1.45,0.82,11.49,6.08,Prince Edward Island,"Year: 1972
Mean change: 1.4%
SD: ±6.1%"
1973,historical,-9.49,1.3,1.84,17.71,7.79,Prince Edward Island,"Year: 1973
Mean change: 1.3%
SD: ±7.8%"
1974,historical,-10.4,-3.83,-4.34,2.9,4.22,Prince Edward Island,"Year: 1974
Mean change: -3.8%
SD: ±4.2%"
1975,historical,-7.65,-1.68,-1.48,8.25,4.76,Prince Edward Island,"Year: 1975
Mean change: -1.7%
SD: ±4.8%"
1976,historical,-7.49,-0.35,-1.01,13.06,6.68,Prince Edward Island,"Year: 1976
Mean change: -0.3%
SD: ±6.7%"
1977,historical,-11.96,1.04,1.37,19.09,8.17,Prince Edward Island,"Year: 1977
Mean change: 1%
SD: ±8.2%"
1978,historical,-9.93,0.62,0.8,18.19,7.63,Prince Edward Island,"Year: 1978
Mean change: 0.6%
SD: ±7.6%"
1979,historical,-8.61,-0.29,-0.57,7.95,5.32,Prince Edward Island,"Year: 1979
Mean change: -0.3%
SD: ±5.3%"
1980,historical,-9.51,-1.07,-1.38,9.98,5.2,Prince Edward Island,"Year: 1980
Mean change: -1.1%
SD: ±5.2%"
1981,historical,-10.53,-1.08,-1.1,11.72,5.88,Prince Edward Island,"Year: 1981
Mean change: -1.1%
SD: ±5.9%"
1982,historical,-10.78,-0.62,-0.96,13.43,6.34,Prince Edward Island,"Year: 1982
Mean change: -0.6%
SD: ±6.3%"
1983,historical,-9.82,-0.99,0.1,6.8,4.72,Prince Edward Island,"Year: 1983
Mean change: -1%
SD: ±4.7%"
1984,historical,-9.29,-1.8,-2.33,4.18,3.85,Prince Edward Island,"Year: 1984
Mean change: -1.8%
SD: ±3.9%"
1985,historical,-9.45,0.06,0.22,9.64,5.7,Prince Edward Island,"Year: 1985
Mean change: 0.1%
SD: ±5.7%"
1986,historical,-8.8,-0.17,-0.69,6.73,4.61,Prince Edward Island,"Year: 1986
Mean change: -0.2%
SD: ±4.6%"
1987,historical,-8.06,1.14,-0.19,10.56,5.86,Prince Edward Island,"Year: 1987
Mean change: 1.1%
SD: ±5.9%"
1988,historical,-8.53,1.58,1.79,12.65,6.78,Prince Edward Island,"Year: 1988
Mean change: 1.6%
SD: ±6.8%"
1989,historical,-9.65,-0.11,-0.4,8.97,5.51,Prince Edward Island,"Year: 1989
Mean change: -0.1%
SD: ±5.5%"
1990,historical,-10.37,1.15,-0.86,17.53,8.44,Prince Edward Island,"Year: 1990
Mean change: 1.1%
SD: ±8.4%"
1991,historical,-10.59,0.77,0.69,8.33,5.6,Prince Edward Island,"Year: 1991
Mean change: 0.8%
SD: ±5.6%"
1992,historical,-10.3,-2.69,-4.41,8.14,5.58,Prince Edward Island,"Year: 1992
Mean change: -2.7%
SD: ±5.6%"
1993,historical,-9.81,0.79,1.74,7.03,4.29,Prince Edward Island,"Year: 1993
Mean change: 0.8%
SD: ±4.3%"
1994,historical,-9.14,0.04,2.09,5.79,4.82,Prince Edward Island,"Year: 1994
Mean change: 0%
SD: ±4.8%"
1995,historical,-8.87,1.16,1.99,5.91,4.59,Prince Edward Island,"Year: 1995
Mean change: 1.2%
SD: ±4.6%"
1996,historical,-8.76,-1.51,-1.81,4.43,4.21,Prince Edward Island,"Year: 1996
Mean change: -1.5%
SD: ±4.2%"
1997,historical,-7.58,1.32,0.5,14.05,5.42,Prince Edward Island,"Year: 1997
Mean change: 1.3%
SD: ±5.4%"
1998,historical,-6.13,-0.35,0.3,3.6,3.17,Prince Edward Island,"Year: 1998
Mean change: -0.3%
SD: ±3.2%"
1999,historical,-6.46,-2.41,-2.38,2.47,3.18,Prince Edward Island,"Year: 1999
Mean change: -2.4%
SD: ±3.2%"
